date,precipMM,DewPointC,DewPointF,FeelsLikeC,FeelsLikeF,HeatIndexC,HeatIndexF,WindChillC,WindChillF,WindGustKmph,WindGustMiles,cloudcover,humidity,pressure,pressureInches,tempC,tempF,time,uvIndex,visibility,visibilityMiles,weatherCode,winddirDegree,windspeedKmph,windspeedMiles
20-01-2012,2.3,21,71,27,81,27,81,25,77,11,7,39,80,1008,30,28,82,24,6,9,5,116,262,8,5
21-01-2012,5.1,22,72,28,82,28,82,25,78,15,9,51,82,1007,30,28,82,24,7,9,5,116,283,11,7
22-01-2012,4.3,22,72,28,83,28,83,26,78,17,11,48,81,1007,30,29,84,24,7,9,5,116,249,12,7
23-01-2012,5,22,72,28,83,28,83,26,78,19,12,62,81,1007,30,29,83,24,7,9,5,116,285,14,9
24-01-2012,1.5,22,71,28,83,28,83,26,78,20,13,40,80,1005,30,29,85,24,7,10,6,116,305,14,9
25-01-2012,0.7,22,71,28,82,28,82,26,78,23,14,24,80,1005,30,30,85,24,7,10,6,113,249,16,10
26-01-2012,1.2,21,70,28,82,28,82,25,78,23,15,19,79,1006,30,29,85,24,7,10,6,113,332,16,10
27-01-2012,1.5,22,71,28,83,28,83,26,78,16,10,20,79,1007,30,30,86,24,7,10,6,113,305,11,7
28-01-2012,4.1,23,73,29,84,29,84,26,79,15,9,35,81,1006,30,29,85,24,7,10,6,113,295,11,7
29-01-2012,7.7,22,72,28,83,28,83,26,78,16,10,53,82,1006,30,29,84,24,7,10,5,116,285,11,7
30-01-2012,1.3,22,71,28,82,28,82,25,77,9,6,51,81,1007,30,27,80,24,6,9,5,116,294,6,4
31-01-2012,5.3,22,71,27,81,27,81,25,76,9,6,53,84,1009,30,28,82,24,6,8,5,116,243,6,4
1-2-2012,5.3,22,72,28,83,28,83,26,78,8,5,62,83,1010,30,29,85,24,6,9,5,119,126,6,3
2-2-2012,2.5,22,72,28,83,28,83,26,78,11,7,37,82,1009,30,29,84,24,7,10,6,116,273,8,5
3-2-2012,8.8,22,71,28,82,28,82,25,77,17,11,41,82,1009,30,29,83,24,6,9,5,116,284,11,7
4-2-2012,4.3,22,71,27,80,27,80,24,76,16,10,54,86,1010,30,27,80,24,6,9,5,116,297,11,7
5-2-2012,2.1,22,71,27,81,27,81,25,77,13,8,22,82,1009,30,28,82,24,5,10,6,176,274,9,5
6-2-2012,1.5,22,71,28,82,28,82,25,77,10,6,22,83,1009,30,28,82,24,6,10,6,113,267,7,5
7-2-2012,0.1,22,71,27,81,27,81,25,77,13,8,19,83,1009,30,28,83,24,6,10,6,113,261,10,6
8-2-2012,0.8,21,71,27,81,27,81,25,77,11,7,9,82,1009,30,28,83,24,6,10,6,113,249,8,5
9-2-2012,2.9,22,71,27,81,27,81,25,76,11,7,24,84,1009,30,28,82,24,5,10,5,176,244,8,5
10-2-2012,2.1,22,71,27,80,27,80,24,76,10,6,33,85,1009,30,28,82,24,6,10,6,116,251,7,5
11-2-2012,6.8,22,72,28,82,28,82,25,77,8,5,33,84,1009,30,28,83,24,6,9,5,113,276,6,4
12-2-2012,15.5,23,73,28,83,28,83,26,78,8,5,49,85,1010,30,29,83,24,7,9,5,116,243,5,3
13-02-2012,3.7,22,72,27,81,27,81,25,77,11,7,32,86,1010,30,28,82,24,5,10,5,176,183,8,5
14-02-2012,1.9,22,72,28,82,28,82,25,77,12,8,28,85,1010,30,28,83,24,6,9,5,113,139,9,5
15-02-2012,2.5,22,72,27,81,27,81,25,77,10,6,24,86,1009,30,28,83,24,6,8,4,113,151,7,4
16-02-2012,9.9,22,72,27,81,27,81,25,77,6,3,49,87,1008,30,27,81,24,6,9,5,116,262,4,2
17-02-2012,6.1,22,72,27,81,27,81,25,76,6,4,49,87,1009,30,26,79,24,6,9,5,116,158,4,3
18-02-2012,2.3,22,72,28,82,28,82,25,77,10,6,46,85,1009,30,28,82,24,6,10,6,116,197,7,4
19-02-2012,13.4,22,72,27,81,27,81,25,76,7,4,54,88,1009,30,27,81,24,6,9,5,116,261,5,3
20-02-2012,4,22,72,27,81,27,81,24,76,7,4,55,88,1009,30,27,81,24,6,10,5,116,262,5,3
21-02-2012,6.1,23,73,28,82,28,82,25,77,5,3,52,87,1008,30,28,82,24,6,10,5,116,245,3,2
22-02-2012,4.5,23,73,29,84,29,84,26,79,4,2,57,85,1007,30,29,84,24,6,10,6,119,186,3,2
23-02-2012,10.5,23,74,29,84,29,84,26,79,9,6,36,85,1007,30,28,83,24,7,9,5,116,202,6,4
24-02-2012,7,23,73,29,85,29,85,26,79,6,4,27,83,1007,30,29,84,24,7,10,5,116,125,4,2
25-02-2012,15.4,23,74,29,84,29,84,26,79,13,8,27,85,1006,30,29,83,24,7,9,5,113,117,8,5
26-02-2012,6.6,23,74,29,84,29,84,26,79,9,6,23,85,1007,30,29,83,24,7,9,5,116,166,6,4
27-02-2012,2.3,23,73,28,83,28,83,26,78,10,7,25,84,1007,30,28,83,24,7,10,5,113,254,7,5
28-02-2012,3.9,23,73,29,84,29,84,26,79,7,4,21,84,1006,30,29,84,24,7,10,5,116,238,5,3
29-02-2012,7,23,74,29,84,29,84,26,79,8,5,49,86,1006,30,29,84,24,7,10,5,116,186,5,3
1-3-2012,8,23,73,29,85,29,85,26,79,7,5,54,82,1007,30,29,84,24,7,9,5,116,147,5,3
2-3-2012,10.9,23,73,29,84,29,84,26,78,9,6,56,84,1006,30,29,83,24,7,9,5,116,238,6,4
3-3-2012,1.1,22,71,27,81,27,81,25,77,19,12,60,84,1007,30,27,81,24,6,9,5,116,272,13,8
4-3-2012,0.7,22,71,28,82,28,82,25,78,12,7,44,81,1006,30,28,83,24,7,10,6,116,293,8,5
5-3-2012,1.3,22,72,28,83,28,83,25,78,11,7,51,82,1006,30,28,83,24,7,10,6,116,193,7,5
6-3-2012,3.2,22,72,29,84,29,84,26,79,11,7,45,82,1006,30,30,85,24,7,10,5,116,199,7,4
7-3-2012,2.7,23,73,29,84,29,84,26,78,10,6,57,84,1006,30,28,83,24,6,10,6,353,158,7,4
8-3-2012,6.3,22,72,27,80,27,80,24,76,26,16,53,88,1005,30,27,80,24,6,10,6,116,267,17,11
9-3-2012,4.5,22,72,28,83,28,83,25,78,21,13,45,81,1004,30,28,83,24,7,10,5,116,286,14,9
10-3-2012,2,23,73,29,84,29,84,26,78,12,8,59,84,1005,30,29,85,24,7,10,6,116,174,8,5
11-3-2012,0.3,22,72,29,84,29,84,26,79,15,9,37,79,1006,30,30,86,24,7,10,6,116,181,10,6
12-3-2012,2.9,23,73,29,84,29,84,26,79,14,9,33,81,1007,30,29,85,24,7,10,5,116,225,9,6
13-03-2012,3.9,23,73,29,84,29,84,26,79,14,9,49,84,1007,30,29,84,24,7,10,6,116,306,10,6
14-03-2012,0.5,22,72,28,83,28,83,26,78,19,12,50,81,1007,30,29,85,24,7,9,5,116,305,13,8
15-03-2012,0.5,22,71,28,83,28,83,26,78,21,13,32,79,1006,30,30,86,24,7,10,6,116,320,14,8
16-03-2012,0.7,21,71,28,82,28,82,26,78,19,12,52,79,1007,30,30,85,24,7,10,6,116,305,12,8
17-03-2012,0.4,21,71,28,82,28,82,26,78,15,9,50,79,1007,30,29,84,24,7,10,6,116,262,10,6
18-03-2012,1.2,21,70,28,83,28,83,26,79,14,9,39,76,1008,30,29,85,24,7,10,6,116,306,9,6
19-03-2012,3.5,22,71,28,83,28,83,26,78,22,14,49,80,1009,30,29,84,24,7,10,6,116,284,15,9
20-03-2012,3,22,71,27,80,27,80,24,76,24,15,64,85,1009,30,26,79,24,6,9,5,116,266,16,10
21-03-2012,1.9,22,71,27,81,27,81,25,77,17,11,43,83,1009,30,28,82,24,6,10,6,116,257,12,7
22-03-2012,4.3,22,72,28,82,28,82,25,77,14,9,34,83,1010,30,28,83,24,6,10,5,113,259,10,6
23-03-2012,1.7,22,72,27,81,27,81,25,77,16,10,34,84,1011,30,28,82,24,5,10,6,176,261,11,7
24-03-2012,2.5,22,72,28,82,28,82,25,77,10,6,22,85,1011,30,28,83,24,6,10,6,113,260,7,4
25-03-2012,2,22,72,28,82,28,82,25,77,9,5,20,85,1010,30,28,82,24,6,10,6,113,245,6,4
26-03-2012,3.9,22,72,28,82,28,82,25,77,8,5,32,84,1011,30,28,83,24,6,9,5,116,240,5,3
27-03-2012,2.4,22,71,27,81,27,81,25,76,10,6,18,84,1012,30,28,82,24,6,10,6,113,201,7,4
28-03-2012,1.5,21,70,27,80,27,80,24,76,9,5,12,83,1012,30,28,82,24,6,10,6,113,165,6,4
29-03-2012,0.1,21,70,27,80,27,80,24,76,10,6,14,82,1011,30,28,82,24,6,10,6,113,199,7,4
30-03-2012,1.7,21,70,27,80,27,80,24,76,9,6,20,83,1011,30,28,82,24,6,10,6,113,230,6,4
31-03-2012,4.4,22,71,27,81,27,81,25,76,8,5,32,84,1011,30,28,82,24,6,10,5,113,216,5,3
1-4-2012,3.7,22,71,27,81,27,81,25,76,8,5,55,84,1012,30,28,82,24,6,10,5,116,238,6,4
2-4-2012,6.3,22,72,28,83,28,83,25,78,11,7,36,84,1012,30,28,82,24,7,8,5,116,143,7,4
3-4-2012,12.6,23,73,28,82,28,82,25,77,8,5,57,86,1013,30,27,81,24,6,9,5,116,180,5,3
4-4-2012,1.9,22,72,27,81,27,81,24,76,7,4,46,88,1013,30,26,79,24,6,9,5,116,273,5,3
5-4-2012,1.9,22,71,27,81,27,81,25,77,5,3,64,83,1012,30,27,81,24,6,9,5,116,182,3,2
6-4-2012,6.1,22,71,28,82,28,82,25,78,7,4,42,82,1011,30,28,83,24,6,10,5,116,84,4,3
7-4-2012,10.5,22,72,28,83,28,83,25,78,13,8,40,83,1010,30,29,84,24,7,9,5,116,88,8,5
8-4-2012,5.6,22,72,28,82,28,82,25,78,13,8,35,83,1010,30,29,83,24,7,10,5,116,98,8,5
9-4-2012,1.1,22,72,28,82,28,82,25,77,15,9,30,84,1010,30,28,83,24,7,10,6,116,113,10,6
10-4-2012,2.1,22,72,28,83,28,83,25,78,16,10,20,83,1011,30,29,84,24,7,10,6,113,107,10,6
11-4-2012,6.7,22,72,28,83,28,83,26,78,14,9,29,81,1010,30,29,84,24,7,9,5,113,118,9,6
12-4-2012,5.4,22,72,28,82,28,82,25,78,18,11,29,83,1010,30,28,83,24,7,9,5,116,116,12,7
13-04-2012,4.2,22,72,28,83,28,83,25,78,19,12,35,84,1009,30,28,83,24,7,10,5,116,102,13,8
14-04-2012,5.2,23,73,28,83,28,83,25,78,16,10,34,85,1010,30,28,83,24,7,9,5,116,119,10,6
15-04-2012,4.1,23,73,29,84,29,84,26,78,13,8,37,85,1009,30,28,83,24,7,10,5,116,105,9,6
16-04-2012,5.5,23,74,29,85,29,85,26,79,12,7,26,84,1009,30,29,85,24,7,10,5,116,88,8,5
17-04-2012,6.1,23,74,29,85,29,85,26,79,13,8,31,85,1008,30,29,84,24,7,9,5,116,116,8,5
18-04-2012,6.5,23,74,29,84,29,84,26,78,14,9,34,86,1008,30,29,83,24,7,9,5,116,123,10,6
19-04-2012,2.6,23,73,29,83,29,83,26,78,15,9,23,84,1009,30,29,84,24,7,10,6,116,125,11,7
20-04-2012,12.1,23,73,28,83,28,83,25,78,16,10,46,86,1010,30,28,82,24,7,9,5,116,131,10,6
21-04-2012,1,22,72,27,81,27,81,25,77,12,7,28,86,1010,30,28,82,24,6,10,6,113,149,8,5
22-04-2012,0,21,70,27,81,27,81,25,77,8,5,12,82,1010,30,28,82,24,6,10,6,113,194,5,3
23-04-2012,0.2,22,72,28,83,28,83,25,78,10,6,27,82,1009,30,28,83,24,6,10,6,113,124,7,4
24-04-2012,0.6,23,73,29,84,29,84,26,78,9,6,29,84,1010,30,29,83,24,7,10,6,116,109,6,4
25-04-2012,3.7,23,73,29,83,29,83,26,78,12,8,30,84,1010,30,29,83,24,7,9,5,113,130,8,5
26-04-2012,3.5,23,73,28,82,28,82,25,77,11,7,34,86,1011,30,28,82,24,6,10,5,116,154,8,5
27-04-2012,2.5,22,72,27,81,27,81,25,77,9,6,29,85,1011,30,28,82,24,6,10,6,113,201,6,4
28-04-2012,3.1,22,71,27,81,27,81,25,77,6,4,24,84,1010,30,28,82,24,6,10,5,113,162,4,2
29-04-2012,14.4,23,73,28,83,28,83,25,78,9,5,46,86,1009,30,28,83,24,7,9,5,116,149,5,3
30-04-2012,11.5,23,73,28,83,28,83,25,78,6,4,56,87,1010,30,28,83,24,6,9,5,116,181,4,2
1-5-2012,9.5,23,73,29,84,29,84,26,78,11,7,27,85,1010,30,28,83,24,7,9,5,113,142,7,4
2-5-2012,3.7,23,73,29,84,29,84,26,78,16,10,25,85,1010,30,29,83,24,7,9,5,113,116,11,7
3-5-2012,0.2,22,72,29,83,29,83,26,79,10,6,17,80,1009,30,28,83,24,6,9,5,113,130,7,4
4-5-2012,4.9,22,72,28,82,28,82,25,78,11,7,38,83,1009,30,28,83,24,7,10,5,116,109,8,5
5-5-2012,9.8,23,73,29,83,29,83,26,78,10,6,55,84,1008,30,28,83,24,7,9,5,116,85,6,4
6-5-2012,20.2,22,72,28,82,28,82,25,77,8,5,77,85,1009,30,27,81,24,6,9,5,116,121,5,3
7-5-2012,10.7,23,73,28,82,28,82,25,77,8,5,59,87,1009,30,28,82,24,6,9,5,116,98,5,3
8-5-2012,3.6,22,72,28,83,28,83,26,78,10,7,46,83,1010,30,28,82,24,7,9,5,116,146,7,4
9-5-2012,0.1,22,72,28,82,28,82,25,78,13,8,12,83,1011,30,28,83,24,6,10,6,113,129,9,6
10-5-2012,0,22,71,28,82,28,82,25,77,12,7,13,83,1011,30,28,82,24,6,10,6,113,130,8,5
11-5-2012,0.1,22,71,28,82,28,82,25,77,12,8,12,83,1011,30,28,82,24,6,10,6,113,132,9,5
12-5-2012,0.9,22,71,27,81,27,81,25,76,13,8,32,84,1010,30,28,82,24,6,10,6,113,141,9,6
13-05-2012,1.4,22,71,27,80,27,80,24,76,11,7,59,87,1009,30,27,80,24,5,10,6,353,227,8,5
14-05-2012,9.7,23,73,28,82,28,82,25,77,9,6,52,87,1009,30,27,81,24,6,9,5,116,206,6,4
15-05-2012,12.1,23,73,29,84,29,84,26,78,13,8,32,85,1009,30,28,83,24,7,9,5,113,89,9,5
16-05-2012,2.8,23,73,29,84,29,84,26,79,11,7,46,84,1009,30,29,84,24,7,10,5,116,57,7,5
17-05-2012,5.4,23,73,29,84,29,84,26,78,10,6,23,84,1009,30,29,84,24,7,10,5,113,95,6,4
18-05-2012,5,23,74,29,84,29,84,26,78,13,8,26,85,1010,30,29,84,24,7,10,5,116,78,9,5
19-05-2012,5.8,23,74,29,85,29,85,26,79,17,10,23,85,1010,30,29,84,24,7,9,5,113,87,11,7
20-05-2012,4.1,23,74,29,83,29,83,26,78,20,12,42,86,1009,30,28,83,24,6,10,6,176,126,14,9
21-05-2012,0.3,21,70,27,80,27,80,24,76,19,12,26,84,1010,30,27,81,24,6,10,6,116,129,13,8
22-05-2012,0.8,21,69,26,79,26,79,24,75,16,10,29,83,1011,30,27,81,24,6,10,6,116,133,11,7
23-05-2012,2.7,21,70,27,80,27,80,24,76,20,12,18,83,1011,30,28,82,24,6,10,5,113,112,13,8
24-05-2012,0.7,21,70,27,80,27,80,24,76,22,13,17,83,1011,30,28,82,24,6,10,6,113,117,15,9
25-05-2012,0.6,21,70,27,80,27,80,24,76,21,13,12,82,1010,30,28,82,24,6,10,6,113,106,14,9
26-05-2012,0.1,21,70,27,81,27,81,25,77,18,11,14,82,1010,30,28,83,24,6,10,6,113,101,12,7
27-05-2012,1.9,22,72,28,82,28,82,25,77,20,12,24,84,1010,30,28,83,24,6,10,6,113,114,13,8
28-05-2012,6.1,22,72,28,82,28,82,25,77,21,13,39,85,1010,30,28,82,24,6,10,5,116,119,14,9
29-05-2012,2.7,22,72,27,81,27,81,25,76,17,11,45,86,1011,30,27,81,24,6,10,5,116,136,12,7
30-05-2012,1.1,22,71,27,80,27,80,24,75,14,9,46,87,1010,30,27,80,24,6,10,6,116,144,10,6
31-05-2012,4.9,22,72,27,80,27,80,24,75,16,10,51,88,1010,30,27,80,24,6,10,5,116,131,11,7
1-6-2012,1.5,22,71,26,79,26,79,24,75,16,10,48,88,1010,30,26,80,24,6,9,5,116,132,12,7
2-6-2012,1.4,21,71,26,79,26,79,24,75,15,9,42,87,1010,30,26,79,24,6,10,6,116,137,11,7
3-6-2012,0.3,21,70,26,79,26,79,24,74,16,10,30,86,1009,30,26,80,24,6,10,6,116,137,11,7
4-6-2012,0.2,21,70,26,78,26,78,23,74,14,8,34,87,1009,30,26,78,24,6,10,6,116,144,10,6
5-6-2012,1.9,21,70,26,80,26,80,24,75,9,6,34,85,1009,30,27,80,24,6,10,6,116,135,6,4
6-6-2012,4.6,23,73,28,83,28,83,25,77,9,5,50,87,1008,30,28,83,24,6,9,5,116,98,6,4
7-6-2012,11.5,23,73,29,83,29,83,26,78,12,7,37,85,1008,30,29,84,24,7,9,5,113,92,8,5
8-6-2012,10.1,23,74,28,83,28,83,25,78,13,8,37,87,1010,30,28,83,24,7,9,5,116,96,8,5
9-6-2012,6.3,23,74,29,84,29,84,26,78,8,5,33,88,1011,30,28,82,24,7,8,5,116,141,5,3
10-6-2012,4.1,22,72,27,81,27,81,25,76,9,5,47,88,1011,30,27,81,24,6,9,5,116,199,7,4
11-6-2012,1.3,21,70,26,79,26,79,24,75,9,6,50,84,1012,30,26,79,24,6,8,5,116,152,6,4
12-6-2012,3.4,22,72,27,81,27,81,25,76,12,8,28,87,1011,30,28,82,24,6,9,5,113,125,8,5
13-06-2012,0,21,71,27,80,27,80,24,76,17,10,22,85,1011,30,28,82,24,6,8,4,113,127,11,7
14-06-2012,0.1,21,70,27,80,27,80,24,75,14,9,14,85,1012,30,27,81,24,6,10,6,113,130,10,6
15-06-2012,0,20,69,25,77,25,77,24,74,15,9,6,83,1011,30,27,80,24,6,10,6,113,130,10,6
16-06-2012,0,20,68,25,78,25,78,24,75,15,9,5,81,1011,30,27,81,24,6,10,6,113,110,10,6
17-06-2012,0.3,21,70,26,79,26,79,24,75,21,13,40,86,1011,30,27,81,24,6,10,6,116,117,14,9
18-06-2012,1.5,22,71,27,81,27,81,25,76,21,13,39,85,1012,30,28,82,24,6,10,6,116,113,14,9
19-06-2012,1.2,22,71,27,81,27,81,25,76,17,10,40,84,1011,30,28,83,24,6,10,6,113,109,12,7
20-06-2012,4.1,22,72,27,81,27,81,25,77,18,11,35,85,1012,30,28,82,24,6,10,5,116,124,13,8
21-06-2012,3.5,22,72,27,81,27,81,24,76,18,11,45,87,1012,30,27,81,24,6,8,4,116,127,12,8
22-06-2012,1.2,22,71,27,80,27,80,24,76,19,12,45,86,1012,30,27,80,24,5,10,6,176,131,14,8
23-06-2012,0.1,21,69,26,79,26,79,23,74,19,12,28,85,1012,30,27,80,24,6,10,6,113,130,13,8
24-06-2012,0,20,68,25,77,25,77,23,74,19,12,9,82,1012,30,27,80,24,6,10,6,113,121,13,8
25-06-2012,0.2,21,69,26,78,26,78,23,74,18,11,25,85,1012,30,26,79,24,6,10,6,113,120,12,8
26-06-2012,0.1,20,69,26,78,26,78,23,74,16,10,26,85,1012,30,26,79,24,6,10,6,113,125,11,7
27-06-2012,0.1,20,69,26,78,26,78,23,74,16,10,29,84,1012,30,26,79,24,6,10,6,113,125,11,7
28-06-2012,0.6,21,70,26,79,26,79,24,74,17,11,54,86,1012,30,26,79,24,6,9,5,116,138,12,8
29-06-2012,0.2,20,69,26,78,26,78,23,74,20,12,38,85,1011,30,26,78,24,6,10,6,116,134,14,9
30-06-2012,0,19,67,24,75,24,75,23,73,17,10,18,82,1011,30,26,79,24,6,10,6,113,133,12,7
1-7-2012,0,19,66,24,75,24,75,22,72,20,12,14,82,1011,30,26,79,24,6,10,6,113,130,14,8
2-7-2012,1.3,20,68,25,77,25,77,23,74,20,12,28,83,1010,30,27,80,24,6,10,6,113,126,14,9
3-7-2012,1.4,21,70,26,79,26,79,24,74,23,14,43,85,1009,30,26,79,24,6,10,6,116,129,16,10
4-7-2012,0,20,67,25,76,25,76,23,73,22,14,22,83,1009,30,26,78,24,6,10,6,113,127,15,9
5-7-2012,0,19,66,24,76,24,76,23,73,22,14,9,80,1009,30,26,80,24,6,10,6,113,125,15,9
6-7-2012,0,20,69,26,78,26,78,23,74,21,13,35,84,1010,30,26,79,24,6,10,6,116,138,14,9
7-7-2012,0,21,70,26,79,26,79,24,75,18,11,33,85,1009,30,27,80,24,6,10,6,113,129,13,8
8-7-2012,0.9,21,70,26,79,26,79,24,75,19,12,35,85,1009,30,26,79,24,6,10,6,116,135,14,8
9-7-2012,0,21,70,26,79,26,79,24,75,16,10,46,85,1010,30,27,80,24,6,10,6,116,123,11,7
10-7-2012,0,21,70,26,79,26,79,24,74,15,9,60,87,1011,30,26,79,24,6,10,6,116,140,11,7
11-7-2012,0.1,21,69,26,78,26,78,23,74,13,8,20,86,1011,30,26,79,24,6,10,6,113,143,10,6
12-7-2012,0,20,68,24,76,24,76,23,73,14,8,26,85,1012,30,26,78,24,6,10,6,113,151,10,6
13-07-2012,0,20,67,24,75,24,75,22,72,16,10,42,84,1012,30,26,78,24,6,10,6,113,148,12,7
14-07-2012,0,20,69,25,77,25,77,23,73,18,11,66,87,1011,30,25,77,24,6,10,6,116,145,13,8
15-07-2012,2.1,21,70,26,78,26,78,23,74,21,13,59,87,1012,30,26,79,24,5,9,5,119,134,14,9
16-07-2012,0.1,20,69,25,77,25,77,23,73,19,12,50,87,1013,30,25,78,24,6,9,5,116,137,14,9
17-07-2012,0.2,20,68,24,75,24,75,22,72,16,10,52,86,1013,30,25,77,24,6,10,6,116,147,12,7
18-07-2012,0.3,20,68,22,72,24,75,22,72,14,9,62,87,1012,30,25,76,24,5,9,5,119,159,10,6
19-07-2012,4.5,21,70,26,79,26,79,24,74,18,11,62,88,1012,30,27,80,24,6,7,4,116,124,12,8
20-07-2012,2,22,71,26,79,26,79,24,75,20,12,66,88,1013,30,26,79,24,5,9,5,119,137,14,9
21-07-2012,0,20,69,26,78,26,78,23,74,19,12,25,84,1012,30,27,80,24,6,10,6,113,134,13,8
22-07-2012,0,20,69,25,77,25,77,23,73,18,11,34,86,1012,30,26,79,24,6,10,6,113,141,13,8
23-07-2012,0,19,66,22,72,23,74,22,72,16,10,26,83,1011,30,26,78,24,6,10,6,113,139,12,7
24-07-2012,0,19,66,22,72,24,74,22,72,19,12,21,84,1011,30,26,78,24,6,10,6,113,134,13,8
25-07-2012,0,20,67,24,75,24,75,22,72,18,11,40,85,1013,30,25,77,24,6,10,6,116,140,13,8
26-07-2012,0,19,67,24,75,24,75,22,72,17,10,25,84,1013,30,26,79,24,6,10,6,113,136,11,7
27-07-2012,0,20,67,24,75,24,75,22,72,18,11,37,85,1012,30,26,79,24,6,10,6,113,142,13,8
28-07-2012,0,19,67,24,75,24,75,22,72,20,12,27,83,1012,30,26,79,24,6,10,6,113,138,14,9
29-07-2012,0,20,68,25,77,25,77,23,74,18,11,32,81,1013,30,25,77,24,6,10,6,113,143,14,9
30-07-2012,0,20,68,26,78,26,78,23,74,18,11,31,82,1013,30,26,78,24,6,10,6,113,139,14,8
31-07-2012,0.1,20,67,24,75,24,75,22,72,17,11,36,85,1013,30,26,78,24,6,9,5,116,134,13,8
1-8-2012,0,19,66,22,71,23,73,22,71,16,10,21,83,1013,30,25,78,24,6,10,6,113,142,11,7
2-8-2012,0,19,66,22,72,24,75,22,72,18,11,23,82,1013,30,26,78,24,6,10,6,113,135,13,8
3-8-2012,0,20,68,24,76,24,76,23,73,20,12,56,86,1012,30,25,78,24,6,10,6,116,132,14,9
4-8-2012,0.1,20,69,25,76,25,76,23,73,21,13,41,85,1012,30,26,79,24,6,10,6,116,128,15,9
5-8-2012,0.2,21,69,26,78,26,78,23,74,18,11,33,86,1012,30,27,80,24,6,10,6,113,131,13,8
6-8-2012,0,21,69,25,77,25,77,23,73,17,10,57,88,1013,30,25,77,24,6,8,4,116,149,12,7
7-8-2012,0.1,20,68,25,76,25,76,23,73,15,9,38,85,1013,30,26,79,24,6,10,6,113,148,11,7
8-8-2012,0.9,20,69,26,79,26,79,24,75,16,10,57,82,1011,30,27,81,24,6,10,6,116,130,12,7
9-8-2012,0.1,20,68,24,75,24,75,22,72,20,12,44,85,1012,30,25,77,24,6,10,6,116,131,14,9
10-8-2012,0.1,20,68,25,77,25,77,23,74,21,13,32,85,1013,30,27,80,24,6,10,6,113,128,15,9
11-8-2012,0.8,21,69,26,78,26,78,23,74,19,12,49,85,1013,30,26,78,24,6,9,5,116,134,14,8
12-8-2012,0.7,20,69,25,78,25,78,23,74,17,11,41,85,1013,30,26,79,24,6,9,5,113,141,13,8
13-08-2012,0.1,20,67,24,75,24,75,23,73,19,12,34,83,1012,30,26,78,24,6,10,6,113,135,14,9
14-08-2012,0,18,64,22,71,23,73,22,71,18,11,11,81,1013,30,25,78,24,6,10,6,113,140,13,8
15-08-2012,0,18,64,21,71,22,72,21,71,19,12,18,81,1012,30,26,78,24,6,10,6,113,126,13,8
16-08-2012,0.2,19,66,22,71,22,72,22,71,16,10,34,84,1012,30,25,77,24,6,10,6,116,130,12,7
17-08-2012,0.1,20,67,24,76,24,76,23,73,16,10,33,84,1011,30,26,78,24,6,10,6,113,133,12,7
18-08-2012,0.1,20,68,25,77,25,77,23,73,17,10,45,86,1012,30,25,78,24,6,9,5,116,139,12,8
19-08-2012,0,19,67,24,76,24,76,23,73,17,11,22,81,1012,30,27,81,24,6,10,6,113,133,12,7
20-08-2012,0,20,67,23,74,23,74,23,73,16,10,26,84,1012,30,26,78,24,6,8,4,113,138,12,7
21-08-2012,0,19,67,24,76,24,76,23,73,15,10,14,82,1012,30,26,79,24,6,10,6,113,132,11,7
22-08-2012,0.1,20,68,24,75,24,75,22,72,18,11,47,85,1012,30,25,78,24,6,9,5,116,140,13,8
23-08-2012,0,19,66,22,71,23,73,22,71,16,10,31,84,1012,30,25,77,24,6,10,6,116,143,12,7
24-08-2012,0,18,64,22,71,23,73,22,71,16,10,7,80,1013,30,26,78,24,6,10,6,113,145,11,7
25-08-2012,0,18,65,22,72,23,74,22,72,17,10,18,81,1013,30,26,79,24,6,10,6,113,137,12,7
26-08-2012,0.3,20,68,24,76,24,76,23,73,14,8,49,85,1012,30,26,79,24,6,9,5,116,140,10,6
27-08-2012,0.1,21,69,26,78,26,78,23,74,20,13,62,86,1012,30,26,79,24,6,10,6,116,148,15,9
28-08-2012,2.2,21,70,26,79,26,79,24,75,20,13,62,86,1013,30,26,79,24,5,9,5,119,142,15,9
29-08-2012,0,20,68,25,78,25,78,23,74,19,12,44,85,1014,30,26,79,24,6,10,6,116,140,14,9
30-08-2012,0.1,20,68,25,76,25,76,23,74,17,10,30,83,1013,30,27,80,24,6,10,6,113,141,13,8
31-08-2012,0.2,20,67,23,74,23,74,22,72,14,9,35,85,1014,30,26,79,24,6,9,5,113,157,11,7
1-9-2012,0,18,65,22,71,23,73,22,71,15,9,19,81,1013,30,27,80,24,6,10,6,113,152,11,7
2-9-2012,0,19,66,22,72,23,74,22,72,13,8,28,83,1012,30,26,79,24,6,8,4,113,152,9,6
3-9-2012,0.1,19,67,24,76,24,76,23,73,11,7,20,83,1011,30,27,80,24,6,10,6,113,149,9,5
4-9-2012,1.7,20,68,25,76,25,76,23,73,19,12,52,85,1012,30,27,80,24,5,9,5,119,145,14,9
5-9-2012,1.3,21,69,26,79,26,79,24,74,19,12,45,83,1012,30,27,80,24,6,10,6,116,145,14,9
6-9-2012,0.9,21,69,26,79,26,79,24,75,17,11,51,83,1012,30,27,81,24,6,10,6,116,137,13,8
7-9-2012,1.8,21,70,26,79,26,79,24,75,16,10,57,83,1012,30,28,82,24,6,9,5,116,133,12,7
